Area,Value,Unit,Description,Sample,Stddev,Multiplex,Bottleneck,Idle
Frontend_Bound,4.3,% Slots <,,frontend_retired.latency_ge_4,0.0,90.0,,
Bad_Speculation,1.2,% Slots <,,,0.0,90.0,,
Backend_Bound,31.9,% Slots,,topdown.backend_bound_slots,0.0,90.0,<==,
Retiring,62.6,% Slots <,,uops_retired.slots,0.0,90.0,,
MUX,90.0,%,,,0.0,100.0,,
# 4.8-full-perf on INTEL(R) XEON(R) SILVER 4514Y [spr/sapphire_rapids]
